UKBPPP ProteinID,Olink ID,Assay Target,Protein panel,Gene symbol,UniProt,Gene CHROM,Gene start,Gene end,Dilution factor,% of samples below LOD,Coefficient of variation (median %),% of data failing QC,ICC (interclass correlation) of sample age 
LYN:P07948:OID21350:v1,OID21350,LYN,Oncology,LYN,P07948,8,55879835,56014169,1:01,0.03%,11.49,0.00%,0.075522
LYPD1:Q8N2G4:OID20821:v1,OID20821,LYPD1,Neurology,LYPD1,Q8N2G4,2,132643286,132671579,1:01,67.52%,5.88,0.00%,0.003174
LYPD3:O95274:OID21530:v1,OID21530,LYPD3,Oncology,LYPD3,O95274,19,43460787,43465608,1:10,0.01%,4.51,0.75%,0.00475
LYPD8:Q6UX82:OID21251:v1,OID21251,LYPD8,Oncology,LYPD8,Q6UX82,1,248739415,248755759,1:01,32.55%,10.07,0.00%,0.002876
LYPLA2:O95372:OID30817:v1,OID30817,LYPLA2,Neurology_II,LYPLA2,O95372,1,23791145,23795539,1:01,44.97%,8.23,0.00%,0.00122
LYSMD3:Q7Z3D4:OID30950:v1,OID30950,LYSMD3,Neurology_II,LYSMD3,Q7Z3D4,5,90515611,90529584,1:01,7.39%,13.07,0.00%,0.016851
LYVE1:Q9Y5Y7:OID30728:v1,OID30728,LYVE1,Inflammation_II,LYVE1,Q9Y5Y7,11,10556966,10611689,1:100000,2.01%,5.35,0.00%,0.005616
LYZL2:Q7Z4W2:OID31180:v1,OID31180,LYZL2,Oncology_II,LYZL2,Q7Z4W2,10,30611779,30629762,1:01,1.71%,8.56,0.00%,0.002348
LZTFL1:Q9NQ48:OID30637:v1,OID30637,LZTFL1,Inflammation_II,LZTFL1,Q9NQ48,3,45823316,45916042,1:10,0.61%,9.2,0.00%,0.064778
M6PR:P20645:OID30208:v1,OID30208,M6PR,Cardiometabolic_II,M6PR,P20645,12,8940361,8949761,1:01,27.00%,5.61,0.00%,0.002928
MAD1L1:Q9Y6D9:OID20904:v1,OID20904,MAD1L1,Neurology,MAD1L1,Q9Y6D9,7,1815793,2233243,1:01,0.02%,6.42,0.30%,0.055845
MAEA:Q7L5Y9:OID21206:v1,OID21206,MAEA,Oncology,MAEA,Q7L5Y9,4,1289887,1340147,1:01,45.15%,9.15,0.00%,0.021183
MAG:P20916:OID30967:v1,OID30967,MAG,Neurology_II,MAG,P20916,19,35292125,35313807,1:01,57.54%,15.69,0.00%,0.004176
MAGEA3:P43357:OID31331:v1,OID31331,MAGEA3,Oncology_II,MAGEA3,P43357,X,152698767,152702347,1:01,90.19%,8.81,0.00%,0.003115
MAGED1:Q9Y5V3:OID21181:v1,OID21181,MAGED1,Oncology,MAGED1,Q9Y5V3,X,51803007,51902354,1:01,51.40%,8.46,0.00%,0.02767
MAMDC2:Q7Z304:OID30309:v1,OID30309,MAMDC2,Cardiometabolic_II,MAMDC2,Q7Z304,9,70043848,70226972,1:10,0.08%,5.64,0.00%,0.010193
MAMDC4:Q6UXC1:OID31342:v1,OID31342,MAMDC4,Oncology_II,MAMDC4,Q6UXC1,9,136850943,136860799,1:01,2.77%,4.05,0.00%,0.003813
MAN1A2:O60476:OID30262:v1,OID30262,MAN1A2,Cardiometabolic_II,MAN1A2,O60476,1,117367449,117528872,1:01,0.05%,5,0.00%,0.004773
MAN2B2:Q9Y2E5:OID30306:v1,OID30306,MAN2B2,Cardiometabolic_II,MAN2B2,Q9Y2E5,4,6575189,6623362,1:10,0.08%,4.46,0.00%,0.002389
MANEAL:Q5VSG8:OID31244:v1,OID31244,MANEAL,Oncology_II,MANEAL,Q5VSG8,1,37793847,37801137,1:01,57.92%,11.29,0.00%,0.004176
MANF:P55145:OID20707:v1,OID20707,MANF,Inflammation,MANF,P55145,3,51385291,51389397,1:10,0.02%,7.21,0.00%,0.071915
MANSC1:Q9H8J5:OID21492:v1,OID21492,MANSC1,Oncology,MANSC1,Q9H8J5,12,12326056,12350242,1:10,0.02%,4.54,0.00%,0.004422
MANSC4:A6NHS7:OID30141:v1,OID30141,MANSC4,Cardiometabolic_II,MANSC4,A6NHS7,12,27762427,27780236,1:01,71.04%,9.12,0.00%,0.003392
MAP1LC3A:Q9H492:OID30868:v1,OID30868,MAP1LC3A,Neurology_II,MAP1LC3A,Q9H492,20,34546854,34560345,1:01,90.49%,14.61,0.00%,0.006509
MAP1LC3B2:A6NCE7:OID30074:v1,OID30074,MAP1LC3B2,Cardiometabolic_II,MAP1LC3B2,A6NCE7,12,116548105,116576606,1:01,88.34%,6.03,0.00%,0.00388
MAP2:P11137:OID31138:v1,OID31138,MAP2,Neurology_II,MAP2,P11137,2,209424047,209734147,1:01,7.97%,5.15,0.00%,0.05264
MAP2K1:Q02750:OID31468:v1,OID31468,MAP2K1,Oncology_II,MAP2K1,Q02750,15,66386837,66491656,1:01,0.06%,7.68,0.00%,0.079906
MAP2K6:P52564:OID20552:v1,OID20552,MAP2K6,Inflammation,MAP2K6,P52564,17,69414697,69553865,1:01,0.04%,6.74,0.00%,0.092847
MAP3K5:Q99683:OID21253:v1,OID21253,MAP3K5,Oncology,MAP3K5,Q99683,6,136557046,136792477,1:01,8.97%,9.66,0.00%,0.130336
MAP4K5:Q9Y4K4:OID20899:v1,OID20899,MAP4K5,Neurology,MAP4K5,Q9Y4K4,14,50418501,50561126,1:01,0.04%,6.68,0.15%,0.098219
MAPK13:O15264:OID31205:v1,OID31205,MAPK13,Oncology_II,MAPK13,O15264,6,36127809,36144524,1:01,92.11%,15.69,0.00%,0.017563
MAPK9:P45984:OID20557:v1,OID20557,MAPK9,Inflammation,MAPK9,P45984,5,180233143,180292099,1:01,0.42%,9.67,0.00%,0.050706
MAPKAPK2:P49137:OID31293:v1,OID31293,MAPKAPK2,Oncology_II,MAPKAPK2,P49137,1,206684905,206734281,1:01,7.80%,9.31,0.00%,0.063913
MAPRE3:Q9UPY8:OID31177:v1,OID31177,MAPRE3,Oncology_II,MAPRE3,Q9UPY8,2,26970637,27027219,1:01,65.58%,8.3,0.00%,0.003212
MAPT:P10636:OID20830:v1,OID20830,MAPT,Neurology,MAPT,P10636,17,45894527,46028334,1:01,98.83%,3.58,0.00%,0.004864
MARCO:Q9UEW3:OID20210:v1,OID20210,MARCO,Cardiometabolic,MARCO,Q9UEW3,2,118942194,118994660,1:10,0.04%,5.25,0.00%,0.002912
MARS1:P56192:OID30658:v1,OID30658,MARS1,Inflammation_II,MARS1,P56192,12,57475445,57517569,1:10,0.24%,5.94,0.15%,0.090434
MASP1:P48740:OID20954:v1,OID20954,MASP1,Neurology,MASP1,P48740,3,187217282,187291980,1:01,0.05%,5.41,0.15%,0.006564
MATN2:O00339:OID20767:v1,OID20767,MATN2,Inflammation,MATN2,O00339,8,97868840,98036724,1:10,0.02%,5.63,0.30%,0.004838
MATN3:O15232:OID20979:v1,OID20979,MATN3,Neurology,MATN3,O15232,2,19992052,20012668,1:01,0.02%,5.37,0.15%,0.005245
MAVS:Q7Z434:OID21204:v1,OID21204,MAVS,Oncology,MAVS,Q7Z434,20,3846799,3876123,1:01,0.05%,7.59,0.00%,0.11052
MAX:P61244:OID20877:v1,OID20877,MAX,Neurology,MAX,P61244,14,65006174,65102695,1:01,8.09%,12.44,0.00%,0.060045
MB:P02144:OID20263:v1,OID20263,MB,Cardiometabolic,MB,P02144,22,35606764,35637951,0.111111111,0.03%,4.21,0.00%,0.00294
MBL2:P11226:OID30759:v1,OID30759,MBL2,Inflammation_II,MBL2,P11226,10,52765380,52772784,1:100000,0.24%,4.45,1.20%,0.002202
MCAM:P43121:OID20343:v1,OID20343,MCAM,Cardiometabolic,MCAM,P43121,11,119308529,119321521,0.736111111,0.04%,6.33,0.15%,0.007197
MCEE:Q96PE7:OID31033:v1,OID31033,MCEE,Neurology_II,MCEE,Q96PE7,2,71109684,71130239,1:01,46.35%,8.37,0.00%,0.007113
MCEMP1:Q8IX19:OID30501:v1,OID30501,MCEMP1,Inflammation_II,MCEMP1,Q8IX19,19,7677088,7679829,1:01,4.15%,11.42,0.00%,0.024545
MCFD2:Q8NI22:OID20171:v1,OID20171,MCFD2,Cardiometabolic,MCFD2,Q8NI22,2,46901870,46941855,1:10,0.05%,7.62,0.45%,0.048697
MCTS1:Q9ULC4:OID31444:v1,OID31444,MCTS1,Oncology_II,MCTS1,Q9ULC4,X,120594010,120621159,1:01,93.26%,4.28,0.00%,0.0136
MDGA1:Q8NFP4:OID20951:v1,OID20951,MDGA1,Neurology,MDGA1,Q8NFP4,6,37630679,37699306,1:01,0.04%,5.34,0.00%,0.003801
MDH1:P40925:OID30669:v1,OID30669,MDH1,Inflammation_II,MDH1,P40925,2,63588609,63607197,0.736111111,0.19%,4.1,0.60%,0.075601
MDK:P21741:OID21489:v1,OID21489,MDK,Oncology,MDK,P21741,11,46380756,46383837,1:10,0.02%,7.68,0.30%,0.012107
MDM1:Q8TC05:OID30945:v1,OID30945,MDM1,Neurology_II,MDM1,Q8TC05,12,68272443,68332381,1:01,85.09%,9.48,0.00%,0.018121
MECR:Q9BV79:OID30274:v1,OID30274,MECR,Cardiometabolic_II,MECR,Q9BV79,1,29192657,29230942,1:01,1.38%,13.01,0.00%,0.045238
MED18:Q9BUE0:OID21236:v1,OID21236,MED18,Oncology,MED18,Q9BUE0,1,28329002,28335965,1:01,1.26%,8.44,0.00%,0.077441
MED21:Q13503:OID30066:v1,OID30066,MED21,Cardiometabolic_II,MED21,Q13503,12,27022546,27066343,1:01,93.17%,6.84,0.00%,0.00504
MEGF10:Q96KG7:OID20746:v1,OID20746,MEGF10,Inflammation,MEGF10,Q96KG7,5,127290796,127465737,1:10,0.02%,3.94,0.45%,0.005344
MEGF11:A6BM72:OID30099:v1,OID30099,MEGF11,Cardiometabolic_II,MEGF11,A6BM72,15,65895079,66253756,1:01,36.52%,6.24,0.00%,0.002985
MEGF9:Q9H1U4:OID20285:v1,OID20285,MEGF9,Cardiometabolic,MEGF9,Q9H1U4,9,120600811,120714470,0.111111111,0.03%,3.87,0.30%,0.003883
MELTF:P08582:OID30347:v1,OID30347,MELTF,Cardiometabolic_II,MELTF,P08582,3,196980590,197029835,1:10,0.10%,5.7,0.00%,0.003535
MENT:Q9BUN1:OID30595:v1,OID30595,MENT,Inflammation_II,C1orf56,Q9BUN1,1,151047751,151051986,1:10,0.07%,4.88,0.00%,0.003952
MEP1A:Q16819:OID31459:v1,OID31459,MEP1A,Oncology_II,MEP1A,Q16819,6,46793389,46839778,1:01,0.09%,4.17,0.00%,0.004203
MEP1B:Q16820:OID20168:v1,OID20168,MEP1B,Cardiometabolic,MEP1B,Q16820,18,32185069,32220404,1:10,1.81%,6.35,0.00%,0.003744
MEPE:Q9NQ76:OID20753:v1,OID20753,MEPE,Inflammation,MEPE,Q9NQ76,4,87821398,87846814,1:10,0.02%,3.68,0.45%,0.007265
MERTK:Q12866:OID20657:v1,OID20657,MERTK,Inflammation,MERTK,Q12866,2,111898607,112029561,1:01,0.02%,5.05,0.00%,0.003556
MESD:Q14696:OID21099:v1,OID21099,MESD,Neurology,MESD,Q14696,15,80946289,80989828,0.111111111,0.07%,7.54,0.00%,0.077903
MET:P08581:OID20269:v1,OID20269,MET,Cardiometabolic,MET,P08581,7,116672196,116798377,0.111111111,0.04%,4.28,1.32%,0.007187
METAP1:P53582:OID20815:v1,OID20815,METAP1,Neurology,METAP1,P53582,4,98995659,99062809,1:01,96.78%,14.46,0.00%,0.003352
METAP1D:Q6UB28:OID20519:v1,OID20519,METAP1D,Inflammation,METAP1D,Q6UB28,2,171999943,172082430,1:01,0.05%,10.7,0.00%,0.056828
METAP2:P50579:OID21437:v1,OID21437,METAP2,Oncology,METAP2,P50579,12,95473520,95515839,1:01,0.01%,4.81,0.15%,0.086409
MFAP3:P55082:OID20057:v1,OID20057,MFAP3,Cardiometabolic,MFAP3,P55082,5,154038959,154220478,1:01,34.92%,10.35,0.00%,0.001439
MFAP3L:O75121:OID30933:v1,OID30933,MFAP3L,Neurology_II,MFAP3L,O75121,4,169986597,170033031,1:01,74.51%,7.17,0.00%,0.004159
MFAP4:P55083:OID30598:v1,OID30598,MFAP4,Inflammation_II,MFAP4,P55083,17,19383442,19387190,1:10,0.07%,5.8,0.00%,0.007058
MFAP5:Q13361:OID20239:v1,OID20239,MFAP5,Cardiometabolic,MFAP5,Q13361,12,8637346,8662888,0.111111111,0.03%,8.08,0.00%,0.003168
MFGE8:Q08431:OID21134:v1,OID21134,MFGE8,Neurology,MFGE8,Q08431,15,88898683,88913381,0.111111111,0.04%,6.56,0.00%,0.006622
MGLL:Q99685:OID20711:v1,OID20711,MGLL,Inflammation,MGLL,Q99685,3,127689062,128052190,1:10,0.02%,8.4,0.15%,0.077575
MGMT:P16455:OID20588:v1,OID20588,MGMT,Inflammation,MGMT,P16455,10,129467190,129770983,1:01,0.03%,6.7,0.00%,0.066856
MIA:Q16674:OID21531:v1,OID21531,MIA,Oncology,MIA,Q16674,19,40771648,40777490,1:10,0.04%,6.68,0.00%,0.006839
MICALL2:Q8IY33:OID30889:v1,OID30889,MICALL2,Neurology_II,MICALL2,Q8IY33,7,1428465,1459470,1:01,30.51%,7.58,0.00%,0.086454
MICB_MICA:Q29980_Q29983:OID20593:v1,OID20593,MICB_MICA,Inflammation,MICB;MICA,Q29980;Q29983,6;6,31494881;31399784,31511124;31415315,1:01,4.92%,6.45,0.00%,0.003535
MIF:P14174:OID21073:v1,OID21073,MIF,Neurology,MIF,P14174,22,23894383,23895227,0.111111111,0.03%,4.79,0.15%,0.090853
MILR1:Q7Z6M3:OID20482:v1,OID20482,MILR1,Inflammation,MILR1,Q7Z6M3,17,64449037,64468643,1:01,0.02%,6.69,0.00%,0.003886
MINDY1:Q8N5J2:OID31399:v1,OID31399,MINDY1,Oncology_II,MINDY1,Q8N5J2,1,150996549,151008376,1:01,0.63%,8.76,0.00%,0.090914
MINK1:Q8N4C8:OID31156:v1,OID31156,MINK1,Neurology_II,MINK1,Q8N4C8,17,4833340,4898061,1:01,3.04%,9.88,0.00%,0.076723
MITD1:Q8WV92:OID20959:v1,OID20959,MITD1,Neurology,MITD1,Q8WV92,2,99161427,99181058,1:01,0.01%,5.58,0.00%,0.096525
MKI67:P46013:OID30455:v1,OID30455,MKI67,Inflammation_II,MKI67,P46013,10,128096659,128126423,1:01,71.35%,6.53,0.00%,0.022496
MLLT1:Q03111:OID31211:v1,OID31211,MLLT1,Oncology_II,MLLT1,Q03111,19,6210381,6279975,1:01,80.94%,9.28,0.00%,0.002985
MLN:P12872:OID20541:v1,OID20541,MLN,Inflammation,MLN,P12872,6,33794673,33804003,1:01,0.01%,8.63,0.00%,0.008272
MME:P08473:OID21307:v1,OID21307,MME,Oncology,MME,P08473,3,155024124,155183704,1:01,0.01%,4.86,0.00%,0.002836
MMP1:P03956:OID20672:v1,OID20672,MMP1,Inflammation,MMP1,P03956,11,102789401,102798160,1:01,0.02%,3.73,4.48%,0.007971
MMP10:P09238:OID20687:v1,OID20687,MMP10,Inflammation,MMP10,P09238,11,102770502,102780628,1:10,0.02%,5.96,0.60%,0.003995
MMP12:P39900:OID21439:v1,OID21439,MMP12,Oncology,MMP12,P39900,11,102862736,102874982,1:01,0.08%,4.6,0.74%,0.005452
MMP13:P45452:OID20807:v1,OID20807,MMP13,Neurology,MMP13,P45452,11,102942995,102955732,1:01,82.09%,7.6,0.00%,0.003718
MMP15:P51511:OID30299:v1,OID30299,MMP15,Cardiometabolic_II,MMP15,P51511,16,58025754,58046901,1:10,82.69%,4.84,0.00%,0.003312
MMP3:P08254:OID21083:v1,OID21083,MMP3,Neurology,MMP3,P08254,11,102835801,102843609,0.111111111,0.04%,5.91,0.00%,0.003413
MMP7:P09237:OID20087:v1,OID20087,MMP7,Cardiometabolic,MMP7,P09237,11,102520508,102530750,1:01,0.10%,8.17,0.15%,0.009721
MMP8:P22894:OID21019:v1,OID21019,MMP8,Neurology,MMP8,P22894,11,102711796,102727050,1:10,0.21%,7.51,0.15%,0.050253
MMP9:P14780:OID21103:v1,OID21103,MMP9,Neurology,MMP9,P14780,20,46008908,46016561,0.111111111,0.07%,4.15,0.15%,0.03019
MMUT:P22033:OID30159:v1,OID30159,MMUT,Cardiometabolic_II,MMUT,P22033,6,49430360,49463253,1:01,94.12%,10.32,0.00%,0.016492
MN1:Q10571:OID30908:v1,OID30908,MN1,Neurology_II,MN1,Q10571,22,27748277,27801756,1:01,81.37%,8.19,0.00%,0.0041
MNAT1:P51948:OID31327:v1,OID31327,MNAT1,Oncology_II,MNAT1,P51948,14,60734742,60969965,1:01,74.42%,8.62,0.00%,0.014697
MNDA:P41218:OID20156:v1,OID20156,MNDA,Cardiometabolic,MNDA,P41218,1,158831351,158849506,1:10,0.10%,9.79,0.15%,0.077422
MOCS2:O96007:OID30638:v1,OID30638,MOCS2,Inflammation_II,MOCS2,O96007,5,53095679,53110063,1:10,0.08%,5.21,0.00%,0.063587
MOG:Q16653:OID21384:v1,OID21384,MOG,Oncology,MOG,Q16653,6,29657002,29672372,1:01,0.05%,3.78,0.00%,0.034868
MORC3:Q14149:OID31073:v1,OID31073,MORC3,Neurology_II,MORC3,Q14149,21,36320189,36386148,1:01,92.79%,6.39,0.00%,0.022097
MORF4L1:Q9UBU8:OID31257:v1,OID31257,MORF4L1,Oncology_II,MORF4L1,Q9UBU8,15,78810487,78898139,1:01,91.87%,7.22,0.00%,0.010754
MORF4L2:Q15014:OID31160:v1,OID31160,MORF4L2,Oncology_II,MORF4L2,Q15014,X,103675496,103688158,1:01,94.26%,4.57,0.00%,0.004765
MORN4:Q8NDC4:OID31217:v1,OID31217,MORN4,Oncology_II,MORN4,Q8NDC4,10,97614553,97633500,1:01,80.62%,9.87,0.00%,0.003662
MPHOSPH8:Q99549:OID20092:v1,OID20092,MPHOSPH8,Cardiometabolic,MPHOSPH8,Q99549,13,19633659,19673441,1:01,7.73%,12.18,0.00%,0.056177
MPI:P34949:OID21288:v1,OID21288,MPI,Oncology,MPI,P34949,15,74890005,74902219,1:01,0.04%,6.86,0.00%,0.065537
MPIG6B:O95866:OID20779:v1,OID20779,MPIG6B,Inflammation,MPIG6B,O95866,6,31718594,31726714,1:10,0.02%,8.44,0.15%,0.056874
MPO:P05164:OID21100:v1,OID21100,MPO,Neurology,MPO,P05164,17,58269855,58280935,0.111111111,0.03%,6.43,0.00%,0.029749
MPRIP:Q6WCQ1:OID31420:v1,OID31420,MPRIP,Oncology_II,MPRIP,Q6WCQ1,17,17042457,17217679,1:01,37.93%,11.77,0.15%,0.006381
MRC1:P22897:OID30694:v1,OID30694,MRC1,Inflammation_II,MRC1,P22897,10,17809348,17911164,0.736111111,0.07%,5.06,0.00%,0.007117
MRI1:Q9BV20:OID30891:v1,OID30891,MRI1,Neurology_II,MRI1,Q9BV20,19,13764522,13774282,1:01,0.22%,8.68,0.00%,0.063666
MRPL24:Q96A35:OID30178:v1,OID30178,MRPL24,Cardiometabolic_II,MRPL24,Q96A35,1,156737303,156741590,1:01,88.60%,9.37,0.00%,0.004583
MRPL28:Q13084:OID31023:v1,OID31023,MRPL28,Neurology_II,MRPL28,Q13084,16,366969,371289,1:01,78.20%,5.08,0.00%,0.003825
MRPL46:Q9H2W6:OID20858:v1,OID20858,MRPL46,Neurology,MRPL46,Q9H2W6,15,88459477,88467390,1:01,82.55%,6.36,0.00%,0.011643
MRPL52:Q86TS9:OID31239:v1,OID31239,MRPL52,Oncology_II,MRPL52,Q86TS9,14,22829879,22835037,1:01,98.38%,6.79,0.15%,0.004519
MRPL58:Q14197:OID31036:v1,OID31036,MRPL58,Neurology_II,MRPL58,Q14197,17,75012670,75021261,1:01,24.09%,10.15,0.00%,0.013739
MRPS16:Q9Y3D3:OID30489:v1,OID30489,MRPS16,Inflammation_II,MRPS16,Q9Y3D3,10,73248843,73252693,1:01,97.05%,5.24,0.00%,0.00297
MSLN:Q13421:OID21380:v1,OID21380,MSLN,Oncology,MSLN,Q13421,16,760734,768865,1:01,0.03%,5.88,0.15%,0.004341
MSLNL:Q96KJ4:OID30939:v1,OID30939,MSLNL,Neurology_II,MSLNL,Q96KJ4,16,769428,783370,1:01,85.12%,7.54,0.00%,0.003293
MSMB:P08118:OID20275:v1,OID20275,MSMB,Cardiometabolic,MSMB,P08118,10,46033307,46048180,0.111111111,0.64%,4.92,1.35%,0.003225
MSR1:P21757:OID21063:v1,OID21063,MSR1,Neurology,MSR1,P21757,8,16107878,16567490,1:10,0.05%,5.98,0.00%,0.002741
MSRA:Q9UJ68:OID21513:v1,OID21513,MSRA,Oncology,MSRA,Q9UJ68,8,10054292,10428891,1:10,0.04%,6.67,0.00%,0.07858
MST1:P26927:OID30713:v1,OID30713,MST1,Inflammation_II,MST1,P26927,3,49683947,49689501,0.736111111,0.15%,3.84,1.20%,0.003687
MSTN:O14793:OID20115:v1,OID20115,MSTN,Cardiometabolic,MSTN,O14793,2,190055700,190062729,1:01,0.07%,9.08,0.00%,0.004784
MTDH:Q86UE4:OID30538:v1,OID30538,MTDH,Inflammation_II,MTDH,Q86UE4,8,97644184,97730260,1:01,3.39%,14.04,0.00%,0.047464
MTHFD2:P13995:OID31078:v1,OID31078,MTHFD2,Neurology_II,MTHFD2,P13995,2,74186172,74217565,1:01,98.46%,5.58,0.00%,0.005803
MTHFSD:Q2M296:OID31305:v1,OID31305,MTHFSD,Oncology_II,MTHFSD,Q2M296,16,86530178,86555235,1:01,2.68%,14.33,0.00%,0.062257
MTIF3:Q9H2K0:OID31513:v1,OID31513,MTIF3,Oncology_II,MTIF3,Q9H2K0,13,27435643,27450591,1:01,3.38%,13.36,0.00%,0.046017
MTPN:P58546:OID20080:v1,OID20080,MTPN,Cardiometabolic,MTPN,P58546,7,135926760,135977359,1:01,92.56%,9.43,0.00%,0.012182
MTR:Q99707:OID30110:v1,OID30110,MTR,Cardiometabolic_II,MTR,Q99707,1,236795260,236921278,1:01,85.98%,7.41,0.00%,0.002616
MTSS1:O43312:OID31492:v1,OID31492,MTSS1,Oncology_II,MTSS1,O43312,8,124550784,124728473,1:01,2.12%,16.17,0.00%,0.100697
MTSS2:Q765P7:OID31409:v1,OID31409,MTSS2,Oncology_II,MTSS2,Q765P7,16,70661204,70686053,1:01,0.95%,11.79,0.00%,0.078326
MTUS1:Q9ULD2:OID31315:v1,OID31315,MTUS1,Oncology_II,MTUS1,Q9ULD2,8,17643795,17801094,1:01,1.06%,12.48,0.00%,0.006269
MUC13:Q9H3R2:OID20866:v1,OID20866,MUC13,Neurology,MUC13,Q9H3R2,3,124905442,124953819,1:01,0.19%,12.48,0.00%,0.006524
MUC16:Q8WXI7:OID21378:v1,OID21378,MUC16,Oncology,MUC16,Q8WXI7,19,8848844,8981342,1:01,77.89%,21.66,0.00%,0.004493
MUC2:Q02817:OID30377:v1,OID30377,MUC2,Cardiometabolic_II,MUC2,Q02817,11,1074875,1110511,0.111111111,8.82%,6.31,0.00%,0.004281
MUCL3:Q3MIW9:OID31170:v1,OID31170,MUCL3,Oncology_II,MUCL3,Q3MIW9,6,30934523,30954221,1:01,90.99%,7.8,0.00%,0.001139
MVK:Q03426:OID20459:v1,OID20459,MVK,Inflammation,MVK,Q03426,12,109573255,109598125,1:01,1.50%,9.02,0.00%,0.046515
MXRA8:Q9BRK3:OID30583:v1,OID30583,MXRA8,Inflammation_II,MXRA8,Q9BRK3,1,1352689,1361777,1:10,0.06%,5.15,0.00%,0.006152
MYBPC1:Q00872:OID30296:v1,OID30296,MYBPC1,Cardiometabolic_II,MYBPC1,Q00872,12,101568353,101686028,1:10,3.38%,5.46,0.00%,0.006812
MYBPC2:Q14324:OID30199:v1,OID30199,MYBPC2,Cardiometabolic_II,MYBPC2,Q14324,19,50432892,50466321,1:01,24.06%,6.14,0.00%,0.001424
MYCBP2:O75592:OID30996:v1,OID30996,MYCBP2,Neurology_II,MYCBP2,O75592,13,77042474,77327094,1:01,0.16%,7.2,0.00%,0.050348
MYDGF:Q969H8:OID30313:v1,OID30313,MYDGF,Cardiometabolic_II,MYDGF,Q969H8,19,4641374,4670362,1:10,0.07%,7.04,0.00%,0.058701
MYH4:Q9Y623:OID30061:v1,OID30061,MYH4,Cardiometabolic_II,MYH4,Q9Y623,17,10443290,10469559,1:01,88.37%,6.86,0.00%,0.004021
MYH7B:A7E2Y1:OID31178:v1,OID31178,MYH7B,Oncology_II,MYH7B,A7E2Y1,20,34955810,35002437,1:01,96.03%,8.4,0.00%,0.003383
MYH9:P35579:OID30382:v1,OID30382,MYH9,Cardiometabolic_II,MYH9,P35579,22,36281280,36388010,0.111111111,0.09%,27.24,0.00%,0.051596
MYL1:P05976:OID30120:v1,OID30120,MYL1,Cardiometabolic_II,MYL1,P05976,2,210290150,210315174,1:01,72.97%,6.62,0.00%,0.001372
MYL3:P08590:OID30251:v1,OID30251,MYL3,Cardiometabolic_II,MYL3,P08590,3,46835111,46882172,1:01,1.25%,5.09,0.00%,0.005885
MYL4:P12829:OID30245:v1,OID30245,MYL4,Cardiometabolic_II,MYL4,P12829,17,47200446,47223679,1:01,37.91%,7.35,0.00%,0.034093
MYL6B:P14649:OID30936:v1,OID30936,MYL6B,Neurology_II,MYL6B,P14649,12,56152256,56159647,1:01,84.98%,6.2,0.00%,0.003841
MYLPF:Q96A32:OID30917:v1,OID30917,MYLPF,Neurology_II,MYL11,Q96A32,16,30370934,30377991,1:01,41.38%,6.57,0.00%,0.002051
MYO6:Q9UM54:OID30989:v1,OID30989,MYO6,Neurology_II,MYO6,Q9UM54,6,75749201,75919537,1:01,90.87%,7.9,0.00%,0.007968
MYO9B:Q13459:OID20451:v1,OID20451,MYO9B,Inflammation,MYO9B,Q13459,19,17075777,17214537,1:01,40.40%,11.05,0.00%,0.084583
MYOC:Q99972:OID21121:v1,OID21121,MYOC,Neurology,MYOC,Q99972,1,171635417,171652688,0.111111111,0.04%,6.09,0.00%,0.011807
MYOM1:P52179:OID30834:v1,OID30834,MYOM1,Neurology_II,MYOM1,P52179,18,3066807,3219968,1:01,83.12%,8.31,0.00%,0.003074
MYOM2:P54296:OID30131:v1,OID30131,MYOM2,Cardiometabolic_II,MYOM2,P54296,8,2045046,2165552,1:01,77.49%,7.95,0.00%,0.002963
MYOM3:Q5VTT5:OID30633:v1,OID30633,MYOM3,Inflammation_II,MYOM3,Q5VTT5,1,24056035,24112135,1:10,0.07%,5.01,0.00%,0.004392
MZB1:Q8WU39:OID20732:v1,OID20732,MZB1,Inflammation,MZB1,Q8WU39,5,139387467,139390081,1:10,0.01%,4.34,0.15%,0.004337
MZT1:Q08AG7:OID21186:v1,OID21186,MZT1,Oncology,MZT1,Q08AG7,13,72708367,72727629,1:01,29.52%,9.07,0.00%,0.068588
NAA10:P41227:OID30188:v1,OID30188,NAA10,Cardiometabolic_II,NAA10,P41227,X,153929225,153935080,1:01,69.66%,12,0.00%,0.036124
NAA80:Q93015:OID30893:v1,OID30893,NAA80,Neurology_II,NAA80,Q93015,3,50296402,50299416,1:01,0.53%,9.22,0.00%,0.069515
NAAA:Q02083:OID20931:v1,OID20931,NAAA,Neurology,NAAA,Q02083,4,75913660,75941013,1:01,0.02%,5.68,0.45%,0.008466
NACC1:Q96RE7:OID31393:v1,OID31393,NACC1,Oncology_II,NACC1,Q96RE7,19,13116862,13141147,1:01,16.78%,11.19,0.00%,0.058359
NADK:O95544:OID20178:v1,OID20178,NADK,Cardiometabolic,NADK,O95544,1,1751232,1780457,1:10,0.04%,6.1,0.00%,0.053506
NAGA:P17050:OID30509:v1,OID30509,NAGA,Inflammation_II,NAGA,P17050,22,42058334,42070842,1:01,36.63%,8.3,0.15%,0.005685
NAGK:Q9UJ70:OID30271:v1,OID30271,NAGK,Cardiometabolic_II,NAGK,Q9UJ70,2,71064344,71079808,1:01,0.03%,5.36,0.15%,0.058071
